"","respondent_id","Year","USBORN","DEGREE","BIRTHYR","GENDER","RACE","HISPANIC","SS048M1","SS048M2","SS048M3","SS044","SS045","SS046","SS047","SS040","SS042","SJ005M1","SJ005M2","SJ005M3","SS003_1","SS004_1","SS008_1","SS005_1","SS006_1","SS007_1","SS003_2","SS004_2","SS008_2","SS005_2","SS006_2","SS007_2","SS003_3","SS004_3","SS008_3","SS005_3","SS006_3","SS007_3","SS003_4","SS004_4","SS008_4","SS005_4","SS006_4","SS007_4","deathexpense_special","foreign","female","age","disabled","lifeins_y","pensionsum_y","socsec_y","suppsec_y","vetbenefits_y","otherpensions_y","socinsur_y","black_nh","white_nh","hisp_allraces","black_hi","white_hi","hisp_other","non_bwh","employed","retired","homemaker","sell_assets","withdraw_money","fam_help","charity_help","did_nothing_special","borrow_money","other","dk_na","rf","inap","deathexpense_sources","degree","deathexpense_usd"
"531","77532_40",2020,1,1,1949,2,1,5,2,NA,NA,12000,NA,NA,NA,1,5,5,NA,NA,3,831,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,2500,4,NA,NA,NA,1,0,1,71,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","GED",12000
"532","77866_10",2020,1,2,1935,2,1,5,5,NA,NA,3000,NA,NA,NA,1,5,5,NA,NA,3,1600,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,1000,4,NA,NA,NA,0,0,1,85,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",3000
"533","78443_11",2020,1,4,1934,1,1,5,5,NA,NA,2400,NA,NA,NA,5,5,5,NA,NA,2,997,4,NA,NA,NA,2,86,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",2400
"534","78478_20",2020,1,5,1932,2,1,5,5,NA,NA,16000,NA,NA,NA,1,5,5,NA,NA,2,2000,4,NA,NA,NA,2,2000,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","Postgraduate degree",16000
"535","78509_10",2020,1,2,1937,1,1,5,5,NA,NA,9500,NA,NA,NA,1,1,NA,NA,NA,2,1200,4,NA,NA,NA,2,600,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,83,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",9500
"536","78582_20",2020,1,5,1940,2,1,5,5,NA,NA,20000,NA,NA,NA,1,5,5,6,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,2000,6,NA,NA,NA,0,0,1,80,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","Postgraduate degree",20000
"537","78875_11",2020,1,2,1966,2,1,5,5,NA,NA,9000,NA,NA,NA,1,5,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,54,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",9000
"538","79778_10",2020,1,2,1940,1,1,5,5,NA,NA,3000,NA,NA,NA,1,5,5,NA,NA,2,750,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,80,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",3000
"539","80248_10",2020,1,2,1938,2,1,5,5,NA,NA,0,NA,NA,NA,1,5,5,NA,NA,3,1268,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,82,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",0
"540","80614_30",2020,5,2,1947,2,1,5,5,NA,NA,5000,NA,NA,NA,1,5,1,NA,NA,2,1600,4,NA,NA,NA,5,NA,NA,NA,NA,NA,3,3500,4,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,1,73,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",5000
"541","81059_20",2020,1,4,1936,2,1,5,2,NA,NA,10000,NA,NA,NA,1,5,NA,NA,NA,2,1550,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,84,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,"assets_savings","College (2-year or 4-year)",10000
"542","81287_40",2020,1,2,1930,2,1,5,5,NA,NA,10000,NA,NA,NA,1,5,5,NA,NA,3,842,4,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,90,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",10000
"543","81448_20",2020,1,2,1937,2,1,5,5,NA,NA,5000,NA,NA,NA,1,5,5,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,83,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",5000
"544","81752_11",2020,1,2,1946,2,1,5,5,NA,NA,0,NA,NA,NA,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",0
"545","83473_10",2020,1,2,1937,2,1,5,5,NA,NA,10000,NA,NA,NA,1,1,5,NA,NA,2,-8,8,1000,1000,NA,2,2000,3,NA,NA,NA,5,NA,NA,NA,NA,NA,2,2000,3,NA,NA,NA,0,0,1,83,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",10000
"546","83705_20",2020,1,2,1938,1,1,5,5,NA,NA,5000,NA,NA,NA,5,5,5,NA,NA,2,99998,NA,1000,1000,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",5000
"547","83714_30",2020,1,2,1944,2,1,5,5,NA,NA,6000,NA,NA,NA,1,5,5,NA,NA,2,4000,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,766,4,NA,NA,NA,0,0,1,76,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",6000
"548","84135_10",2020,1,2,1936,1,1,5,5,NA,NA,12000,NA,NA,NA,1,5,5,NA,NA,2,570,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",12000
"549","84164_40",2020,1,2,1944,2,1,5,5,NA,NA,20000,NA,NA,NA,1,5,5,NA,NA,3,1500,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,76,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",20000
"550","84180_30",2020,1,2,1945,2,1,5,5,NA,NA,0,NA,NA,NA,5,5,NA,NA,NA,3,99999,NA,0,99999996,99,5,NA,NA,NA,NA,NA,2,140,4,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,75,NA,0,0,1,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",0
"551","84635_40",2020,1,2,1944,2,1,5,5,NA,NA,13000,NA,NA,NA,1,5,5,NA,NA,3,99998,NA,0,99999996,98,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,76,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",13000
"552","85196_10",2020,1,1,1935,2,1,5,5,NA,NA,11400,NA,NA,NA,1,5,NA,NA,NA,3,1100,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,85,NA,1,0,1,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","GED",11400
"553","85217_30",2020,1,2,1948,2,1,2,2,NA,NA,30000,NA,NA,NA,1,1,NA,NA,NA,3,3000,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,72,NA,1,1,1,0,0,0,1,0,0,1,0,1,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,"assets_savings","High school diploma",30000
"554","85482_10",2020,1,2,1940,2,1,5,5,NA,NA,5000,NA,NA,NA,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,80,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",5000
"555","85616_20",2020,1,2,1939,1,1,5,5,NA,NA,8000,NA,NA,NA,1,5,NA,NA,NA,2,650,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,81,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",8000
"556","86083_20",2020,1,4,1938,2,1,5,5,NA,NA,3000,NA,NA,NA,5,5,5,NA,NA,3,800,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,82,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",3000
"557","86421_40",2020,1,2,1947,2,1,5,5,NA,NA,16000,NA,NA,NA,1,5,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,3500,4,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,73,NA,1,0,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",16000
"558","86560_40",2020,1,2,1943,2,1,5,5,NA,NA,2000,NA,NA,NA,5,5,5,NA,NA,3,1000,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,77,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",2000
"559","86735_21",2020,1,2,1929,2,1,5,1,NA,NA,10000,NA,NA,NA,5,5,5,6,NA,3,1360,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,259,4,NA,NA,NA,1,0,1,91,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"assets_savings","High school diploma",10000
"560","86777_30",2020,1,4,1943,2,1,5,5,NA,NA,1000,NA,NA,NA,5,5,5,NA,NA,3,1400,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,77,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",1000
"561","87363_30",2020,1,5,1930,1,1,5,5,NA,NA,500,NA,NA,NA,5,5,NA,NA,NA,3,800,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1000,4,NA,NA,NA,0,0,0,90,NA,0,0,1,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,NA,"Postgraduate degree",500
"562","87469_20",2020,1,2,1940,2,1,5,5,NA,NA,25000,NA,NA,NA,1,5,5,NA,NA,2,1400,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,80,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",25000
"563","90924_20",2020,1,2,1932,2,1,5,5,NA,NA,975,NA,NA,NA,5,5,5,NA,NA,2,188,4,NA,NA,NA,5,NA,NA,NA,NA,NA,2,264,4,NA,NA,NA,2,3000,4,NA,NA,NA,0,0,1,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",975
"564","110780_20",2020,1,5,1948,2,1,5,5,NA,NA,8000,NA,NA,NA,1,5,1,NA,NA,3,2700,4,NA,NA,NA,5,NA,NA,NA,NA,NA,2,690,4,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,72,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","Postgraduate degree",8000
"565","111919_21",2020,1,9,1940,1,1,5,5,NA,NA,2800,NA,NA,NA,1,5,NA,NA,NA,2,2100,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,750,4,NA,NA,NA,0,0,0,80,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","Degree unknown/Some College",2800
"566","113083_20",2020,1,4,1954,2,1,5,5,NA,NA,7000,NA,NA,NA,1,5,1,NA,NA,3,1600,4,NA,NA,NA,2,1600,4,NA,NA,NA,5,NA,NA,NA,NA,NA,2,350,4,NA,NA,NA,0,0,1,66,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",7000
"567","116027_10",2020,1,6,1947,1,1,5,5,NA,NA,4500,NA,NA,NA,5,5,NA,NA,NA,2,1100,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,73,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,NA,"Postgraduate degree",4500
"568","116968_20",2020,1,2,1952,1,1,5,2,NA,NA,13000,NA,NA,NA,1,5,NA,NA,NA,2,903,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,0,68,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,"assets_savings","High school diploma",13000
"569","117258_10",2020,1,3,1943,1,1,5,7,NA,NA,99998,10001,99999996,NA,1,5,5,NA,NA,2,500,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,0,77,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",178937.864427391
"570","120165_20",2020,1,2,1947,2,1,5,5,NA,NA,3000,NA,NA,NA,5,5,NA,NA,NA,2,1400,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,73,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",3000
"571","120359_10",2020,1,4,1943,1,1,5,5,NA,NA,10000,NA,NA,NA,1,1,5,NA,NA,2,2200,4,NA,NA,NA,2,9998,-8,0,99999996,0,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,77,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",10000
"572","121665_20",2020,1,2,1947,2,1,5,5,NA,NA,8800,NA,NA,NA,1,5,1,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,73,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",8800
"573","122031_20",2020,1,2,1949,2,1,5,2,6,NA,5600,NA,NA,NA,1,1,5,6,NA,2,2000,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,620,4,NA,NA,NA,1,0,1,71,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,"assets_savings","High school diploma",5600
"574","122131_10",2020,1,0,1946,1,1,5,5,NA,NA,1000,NA,NA,NA,5,5,4,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,74,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,"No degree",1000
"575","124483_10",2020,1,2,1943,1,2,5,5,NA,NA,4500,NA,NA,NA,1,5,1,NA,NA,2,900,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,77,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",4500
"576","133126_10",2020,1,2,1944,1,1,5,5,NA,NA,1400,NA,NA,NA,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",1400
"577","133201_20",2020,1,4,1948,2,1,5,5,NA,NA,10000,NA,NA,NA,1,5,5,NA,NA,3,12000,6,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,72,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","College (2-year or 4-year)",10000
"578","133891_10",2020,1,5,1946,1,1,5,5,NA,NA,0,NA,NA,NA,1,5,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,5000,4,NA,NA,NA,0,0,0,74,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","Postgraduate degree",0
"579","137440_10",2020,1,5,1942,1,1,5,5,NA,NA,99998,10001,99999996,NA,5,5,5,NA,NA,2,99998,NA,0,99999996,98,8,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,78,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"Postgraduate degree",178937.864427391
"580","138648_11",2020,5,9,1966,1,7,2,6,NA,NA,2000,NA,NA,NA,1,5,6,NA,NA,3,99998,NA,351,99999996,98,8,NA,NA,NA,NA,NA,3,5000,4,NA,NA,NA,2,800,4,NA,NA,NA,1,1,0,54,0,1,0,1,NA,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"loans","Degree unknown/Some College",2000
"581","138875_20",2020,1,2,1958,2,1,5,2,NA,NA,7000,NA,NA,NA,5,5,1,NA,NA,2,1083,4,NA,NA,NA,2,-8,-8,0,99999996,0,2,385,4,NA,NA,NA,2,129,4,NA,NA,NA,1,0,1,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","High school diploma",7000
"582","145797_10",2020,1,2,1944,1,1,5,3,NA,NA,3000,NA,NA,NA,5,5,5,NA,NA,2,1500,4,NA,NA,NA,2,15,7,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,0,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"family_friend_charity","High school diploma",3000
"583","148613_10",2020,1,2,1943,1,1,5,3,NA,NA,8000,NA,NA,NA,5,5,NA,NA,NA,2,1200,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,0,77,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,"family_friend_charity","High school diploma",8000
"584","150370_10",2020,1,2,1945,2,1,5,5,NA,NA,3000,NA,NA,NA,1,5,NA,NA,NA,3,1590,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,950,4,NA,NA,NA,0,0,1,75,NA,1,0,1,0,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",3000
"585","150990_20",2020,1,2,1945,2,1,5,2,NA,NA,8000,NA,NA,NA,5,5,5,NA,NA,3,1200,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,75,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"assets_savings","High school diploma",8000
"586","151243_20",2020,1,1,1946,1,1,5,5,NA,NA,6500,NA,NA,NA,5,1,5,NA,NA,2,1025,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,25000,5,NA,NA,NA,0,0,0,74,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,"GED",6500
"587","152236_20",2020,1,2,1951,2,1,5,5,NA,NA,3250,NA,NA,NA,1,1,5,NA,NA,3,2088,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,69,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",3250
"588","152556_20",2020,1,2,1950,2,1,5,5,NA,NA,12000,NA,NA,NA,5,5,5,6,NA,3,2200,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1400,4,NA,NA,NA,0,0,1,70,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,NA,"High school diploma",12000
"589","152901_20",2020,5,4,1952,1,1,5,5,NA,NA,1500,NA,NA,NA,5,5,4,NA,NA,2,289,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1,0,68,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,"College (2-year or 4-year)",1500
"590","152955_20",2020,1,2,1946,2,1,5,5,NA,NA,13050,NA,NA,NA,1,5,7,NA,NA,3,623,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,74,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",13050
"591","153601_10",2020,1,2,1947,2,1,5,5,NA,NA,2500,NA,NA,NA,1,5,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,73,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",2500
"592","154099_20",2020,1,4,1943,2,1,2,3,NA,NA,6000,NA,NA,NA,5,5,5,NA,NA,3,99999,NA,351,99999996,99,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,77,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"family_friend_charity","College (2-year or 4-year)",6000
"593","154199_20",2020,1,2,1945,2,1,5,5,NA,NA,10000,NA,NA,NA,1,5,5,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2,3576,4,NA,NA,NA,3,99999,NA,0,99999996,99,0,0,1,75,0,1,0,1,NA,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",10000
"594","154552_10",2020,1,0,1943,2,1,5,5,NA,NA,1000,NA,NA,NA,1,5,5,NA,NA,3,1300,4,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,77,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","No degree",1000
"595","159299_20",2020,1,2,1947,2,2,5,5,NA,NA,8000,NA,NA,NA,1,5,5,NA,NA,3,721,4,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1200,4,NA,NA,NA,5,NA,NA,NA,NA,NA,0,0,1,73,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"lifeins_fullcover","High school diploma",8000
